# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
GCF_000025185.1,PRJNA224116,SAMN00120219,,representative genome,530564,125,Pirellula staleyi DSM 6068,strain=DSM 6068,,latest,Complete Genome,Major,Full,2010/01/07,ASM2518v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000025185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/185/GCF_000025185.1_ASM2518v1,,assembly from type material,1.0,1.0,4543.0,6196199.0,GCF_000025185.1_Pirellula staleyi DSM 6068_strain=DSM 6068,0.13672342556,57.4646973088,4263.0,@GCF_000025185.1_Pirellula_staleyi_DSM_6068_strain_DSM_6068,164.0,0.292386,303.0
GCF_000186345.1,PRJNA224116,SAMN00138929,,representative genome,575540,128,Isosphaera pallida ATCC 43644,strain=ATCC 43644,,latest,Complete Genome,Major,Full,2011/01/20,ASM18634v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000186345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/345/GCF_000186345.1_ASM18634v1,,assembly from type material,3.0,2.0,3770.0,5529304.0,GCF_000186345.1_Isosphaera pallida ATCC 43644_strain=ATCC 43644,0.0,62.4904689632,4255.0,@GCF_000186345.1_Isosphaera_pallida_ATCC_43644_strain_ATCC_43644,165.0,0.186467,338.0
GCF_000008685.2,PRJNA57581,SAMN02603966,,reference genome,224326,139,Borrelia burgdorferi B31,strain=B31,,latest,Complete Genome,Major,Full,2011/11/09,ASM868v2,TIGR,GCA_000008685.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/685/GCF_000008685.2_ASM868v2,,assembly from type material,1.0,22.0,1390.0,1521208.0,GCF_000008685.2_Borrelia burgdorferi B31_strain=B31,0.487592742308,28.1799727585,4471.0,@GCF_000008685.2_Borrelia_burgdorferi_B31_strain_B31,47.0,0.00125603,43.0
GCF_000021405.1,PRJNA224116,SAMN02603438,,na,445985,139,Borrelia burgdorferi ZS7,strain=ZS7,,latest,Complete Genome,Major,Full,2008/12/17,ASM2140v1,J. Craig Venter Institute,GCA_000021405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/405/GCF_000021405.1_ASM2140v1,,,1.0,15.0,1260.0,1345494.0,GCF_000021405.1_Borrelia burgdorferi ZS7_strain=ZS7,0.482690986527,28.2669413613,4473.0,@GCF_000021405.1_Borrelia_burgdorferi_ZS7_strain_ZS7,52.0,1e-06,31.0
GCF_000166635.1,PRJNA224116,SAMN02604202,,na,521007,139,Borrelia burgdorferi N40,strain=N40,,latest,Complete Genome,Major,Full,2010/11/16,ASM16663v1,University of Maryland School of Medicine - Institute for Genome Sciences,GCA_000166635.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/635/GCF_000166635.1_ASM16663v1,,,1.0,17.0,1243.0,1339539.0,GCF_000166635.1_Borrelia burgdorferi N40_strain=N40,0.483493288759,28.2676353581,4472.0,@GCF_000166635.1_Borrelia_burgdorferi_N40_strain_N40,49.0,0.00125506,78.0
GCF_000166655.1,PRJNA224116,SAMN02604203,,na,521008,139,Borrelia burgdorferi JD1,strain=JD1,,latest,Complete Genome,Major,Full,2010/11/16,ASM16665v1,University of Maryland School of Medicine - Institute for Genome Sciences,GCA_000166655.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/655/GCF_000166655.1_ASM16665v1,,,1.0,21.0,1378.0,1531091.0,,,28.3287538102,,,,,
GCF_000444465.1,PRJNA224116,SAMN02604148,,na,1328311,139,Borrelia burgdorferi CA382,strain=CA382,,latest,Complete Genome,Major,Full,2013/08/06,ASM44446v1,University of California Irvine,GCA_000444465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/444/465/GCF_000444465.1_ASM44446v1,,,1.0,1.0,804.0,910736.0,,,28.6014827568,,,,,
GCF_002151465.1,PRJNA224116,SAMN03269135,,na,139,139,Borreliella burgdorferi,strain=PAli,yes,latest,Complete Genome,Major,Full,2017/05/19,ASM215146v1,Bavarian Health and Food Safety Authority,GCA_002151465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/151/465/GCF_002151465.1_ASM215146v1,,,1.0,12.0,1180.0,1288112.0,,,28.349475822,,,,,
GCF_002151485.1,PRJNA224116,SAMN03269134,,na,139,139,Borreliella burgdorferi,strain=PAbe,,latest,Complete Genome,Major,Full,2017/05/19,ASM215148v1,Bavarian Health and Food Safety Authority,GCA_002151485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/151/485/GCF_002151485.1_ASM215148v1,,,1.0,11.0,1201.0,1301554.0,,,28.5060781189,,,,,
GCF_002151505.1,PRJNA224116,SAMN06324250,,na,139,139,Borreliella burgdorferi,strain=B31_NRZ,B31,latest,Complete Genome,Major,Full,2017/05/19,ASM215150v1,Bavarian Health and Food Safety Authority,GCA_002151505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/151/505/GCF_002151505.1_ASM215150v1,,assembly from type material,1.0,13.0,1232.0,1341182.0,,,28.4490844643,,,,,
GCF_000956315.1,PRJNA224116,SAMN03408291,,na,1329908,140,Borrelia hermsii CC1,strain=CC1,,latest,Complete Genome,Major,Full,2015/03/19,ASM95631v1,University of California Irvine,GCA_000956315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/956/315/GCF_000956315.1_ASM95631v1,,,1.0,1.0,815.0,922280.0,GCF_000956315.1_Borrelia hermsii CC1_strain=CC1,0.474934464212,29.8270590276,4481.0,@GCF_000956315.1_Borrelia_hermsii_CC1_strain_CC1,56.0,0.00502999,167.0
GCF_001660005.1,PRJNA224116,SAMN04481062,,representative genome,1867252,140,Borrelia hermsii HS1,strain=HS1,Browne Mountain,latest,Complete Genome,Major,Full,2016/04/22,ASM166000v1,University of California Irvine,GCA_001660005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/005/GCF_001660005.1_ASM166000v1,,,1.0,12.0,1225.0,1390006.0,,,30.2683585538,,,,,
GCF_000512145.1,PRJNA224116,SAMN02641595,,na,1435045,141,Borrelia parkeri HR1,strain=HR1,,latest,Complete Genome,Major,Full,2014/01/07,ASM51214v2,University of California Irvine,GCA_000512145.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/145/GCF_000512145.1_ASM51214v2,,,1.0,2.0,922.0,1030684.0,GCF_000512145.1_Borrelia parkeri HR1_strain=HR1,0.480519027787,28.8820821901,4482.0,@GCF_000512145.1_Borrelia_parkeri_HR1_strain_HR1,48.0,0.0012628,45.0
GCF_000012085.2,PRJNA224116,SAMN02603508,,representative genome,314724,142,Borrelia turicatae 91E135,strain=91E135,Oz1,latest,Complete Genome,Major,Full,2017/07/05,ASM1208v2,"Laboratory of Human Bacterial Pathenogenesis, Rocky Mountain Laboratories, NIAID",GCA_000012085.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/085/GCF_000012085.2_ASM1208v2,,,1.0,9.0,1036.0,1165365.0,GCF_000012085.2_Borrelia turicatae 91E135_strain=91E135,0.471489664363,29.4774598516,4483.0,@GCF_000012085.2_Borrelia_turicatae_91E135_strain_91E135,59.0,1e-06,217.0
GCF_001936255.1,PRJNA224116,SAMN04359737,,representative genome,1365188,143,Borrelia anserina Es,strain=Es,UTHSCSA,latest,Complete Genome,Major,Full,2017/01/05,ASM193625v1,University of California Irvine,GCA_001936255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/255/GCF_001936255.1_ASM193625v1,,,1.0,6.0,919.0,1042690.0,GCF_001936255.1_Borrelia anserina Es_strain=Es,0.467247609199,29.3676931782,4480.0,@GCF_001936255.1_Borrelia_anserina_Es_strain_Es,47.0,0.0133607,40.0
GCF_000147075.1,PRJNA224116,SAMN02603259,,na,665571,154,Spirochaeta thermophila DSM 6192,strain=DSM 6192,,latest,Complete Genome,Major,Full,2010/09/10,ASM14707v1,Georg-August-University Goettingen,GCA_000147075.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/075/GCF_000147075.1_ASM14707v1,,,2.0,1.0,2193.0,2472645.0,GCF_000147075.1_Spirochaeta thermophila DSM 6192_strain=DSM 6192,0.383499466701,61.8774632024,4501.0,@GCF_000147075.1_Spirochaeta_thermophila_DSM_6192_strain_DSM_6192,132.0,1e-06,295.0
GCF_000184345.1,PRJNA224116,SAMN00191235,,representative genome,869211,154,Spirochaeta thermophila DSM 6578,strain=DSM 6578,,latest,Complete Genome,Major,Full,2011/07/06,ASM18434v2,US DOE Joint Genome Institute (JGI-PGF),GCA_000184345.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/345/GCF_000184345.1_ASM18434v2,,assembly from type material,2.0,1.0,2240.0,2560222.0,GCF_000184345.1_Spirochaeta thermophila DSM 6578_strain=DSM 6578,0.38263070847,60.9183109902,4502.0,@GCF_000184345.1_Spirochaeta_thermophila_DSM_6578_strain_DSM_6578,123.0,0.0163596,8.0
GCF_000008185.1,PRJNA57583,SAMN02603967,,reference genome,243275,158,Treponema denticola ATCC 35405,strain=ATCC 35405,,latest,Complete Genome,Major,Full,2004/02/03,ASM818v1,TIGR,GCA_000008185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/185/GCF_000008185.1_ASM818v1,,assembly from type material,2.0,1.0,2767.0,2843201.0,GCF_000008185.1_Treponema denticola ATCC 35405_strain=ATCC 35405,0.314633713958,37.8737556719,4443.0,@GCF_000008185.1_Treponema_denticola_ATCC_35405_strain_ATCC_35405,96.0,0.0201646,220.0
GCF_000022105.1,PRJNA224116,SAMN02603102,,na,565034,159,Brachyspira hyodysenteriae WA1,strain=WA1; ATCC 49526,,latest,Complete Genome,Major,Full,2009/03/18,ASM2210v1,Centre for Comparative Genomics,GCA_000022105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/105/GCF_000022105.1_ASM2210v1,,,1.0,2.0,2545.0,3036634.0,GCF_000022105.1_Brachyspira hyodysenteriae WA1_strain=WA1; ATCC 49526,0.305606301841,27.0007185588,4427.0,@GCF_000022105.1_Brachyspira_hyodysenteriae_WA1_strain_WA1__ATCC_49526,120.0,0.00275996,3.0
GCF_001676785.2,PRJNA224116,SAMN05172954,,representative genome,1266923,159,Brachyspira hyodysenteriae ATCC 27164,strain=B-78,,latest,Complete Genome,Major,Full,2016/09/30,ASM167678v2,University of Minnesota,GCA_001676785.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/676/785/GCF_001676785.2_ASM167678v2,,assembly from type material,1.0,2.0,2603.0,3074045.0,GCF_001676785.2_Brachyspira hyodysenteriae ATCC 27164_strain=B-78,0.30727236693,27.0375027041,4428.0,@GCF_001676785.2_Brachyspira_hyodysenteriae_ATCC_27164_strain_B-78,123.0,0.00138133,43.0
GCF_000604125.1,PRJNA224116,SAMN03081438,,representative genome,1095955,160,Treponema pallidum subsp. pallidum str. Sea 81-4,strain=Sea 81-4,,latest,Complete Genome,Major,Full,2014/03/28,ASM60412v1,University of Washington,GCA_000604125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/604/125/GCF_000604125.1_ASM60412v1,,,2.0,1.0,931.0,1139203.0,GCF_000604125.1_Treponema pallidum subsp. pallidum str. Sea 81-4_strain=Sea 81-4,0.503805062257,52.7868167482,4449.0,@GCF_000604125.1_Treponema_pallidum_subsp._pallidum_str._Sea_81-4_strain_Sea_81-4,48.0,0.00381342,60.0
GCF_000195275.1,PRJNA224116,SAMN00713601,,representative genome,869209,167,Treponema succinifaciens DSM 2489,strain=DSM 2489,,latest,Complete Genome,Major,Full,2011/04/07,ASM19527v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000195275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/275/GCF_000195275.1_ASM19527v1,,assembly from type material,4.0,2.0,2629.0,2897425.0,GCF_000195275.1_Treponema succinifaciens DSM 2489_strain=DSM 2489,0.175975091414,39.1345418777,4439.0,@GCF_000195275.1_Treponema_succinifaciens_DSM_2489_strain_DSM_2489,116.0,0.522816,316.0
GCF_000017605.1,PRJNA224116,SAMN02603617,,na,355278,172,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)',strain=Patoc 1 (Ames),,latest,Complete Genome,Major,Full,2008/02/13,ASM1760v1,Monash University,GCA_000017605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/605/GCF_000017605.1_ASM1760v1,,,2.0,3.0,3680.0,3956089.0,GCF_000017605.1_Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)'_strain=Patoc 1 (Ames),0.408257899021,38.891642731,4419.0,@GCF_000017605.1_Leptospira_biflexa_serovar_Patoc_strain__Patoc_1__Ames___strain_Patoc_1__Ames_,167.0,1e-06,776.0
GCF_000017685.1,PRJNA224116,SAMN02603347,,representative genome,456481,172,Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)',strain=Patoc 1 (Paris),,latest,Complete Genome,Major,Full,2008/02/13,ASM1768v1,Institut Pasteur,GCA_000017685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/685/GCF_000017685.1_ASM1768v1,,,2.0,3.0,3687.0,3951448.0,GCF_000017685.1_Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'_strain=Patoc 1 (Paris),0.410632352345,38.8946533018,4418.0,@GCF_000017685.1_Leptospira_biflexa_serovar_Patoc_strain__Patoc_1__Paris___strain_Patoc_1__Paris_,166.0,0.00146564,780.0
GCF_000007685.1,PRJNA224116,SAMN02603847,,na,267671,173,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,strain=Fiocruz L1-130,,latest,Complete Genome,Major,Full,2004/03/22,ASM768v1,Sao Paulo state (Brazil) Consortium,GCA_000007685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/685/GCF_000007685.1_ASM768v1,,,2.0,2.0,3717.0,4627366.0,GCF_000007685.1_Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130_strain=Fiocruz L1-130,0.428851469117,35.0443427211,4411.0,@GCF_000007685.1_Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130_strain_Fiocruz_L1-130,114.0,1e-06,20.0
GCF_000092565.1,PRJNA57881,SAMN02603127,,reference genome,189518,173,Leptospira interrogans serovar Lai str. 56601,strain=56601,,latest,Complete Genome,Major,Full,2010/04/06,ASM9256v1,"Chinese National HGC, Shanghai",GCA_000092565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/565/GCF_000092565.1_ASM9256v1,,,2.0,2.0,3683.0,4698134.0,,,35.0249269178,,,,,
GCF_000231175.1,PRJNA224116,SAMN02603861,,na,573825,173,Leptospira interrogans serovar Lai str. IPAV,strain=IPAV,,latest,Complete Genome,Major,Full,2011/10/20,ASM23117v1,Shanghai Jiao Tong University,GCA_000231175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/175/GCF_000231175.1_ASM23117v1,,,2.0,2.0,3780.0,4708530.0,,,35.0278961799,,,,,
GCF_000941035.1,PRJNA224116,SAMN03375751,,na,1395589,173,Leptospira interrogans serovar Linhai str. 56609,strain=56609,,latest,Complete Genome,Major,Full,2015/03/04,ASM94103v1,"Department of Medical Microbiology and Parasitology, Institutes of Medical Science, Shanghai Jiao Tong University School of Medicine",GCA_000941035.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/941/035/GCF_000941035.1_ASM94103v1,,,2.0,5.0,3893.0,4915652.0,,,35.0454019121,,,,,
GCF_001010765.1,PRJNA224116,SAMN03259167,,na,338215,173,Leptospira interrogans serovar Bratislava,strain=PigK151,AS 05 115,latest,Complete Genome,Major,Full,2015/05/20,ASM101076v1,"USDA, ARS, National Animal Disease Center",GCA_001010765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/010/765/GCF_001010765.1_ASM101076v1,,,2.0,2.0,3767.0,4721584.0,,,35.0269739986,,,,,
GCF_001047635.1,PRJNA224116,SAMN03780437,,na,214675,173,Leptospira interrogans serovar Manilae,strain=UP-MMC-NIID LP,,latest,Complete Genome,Major,Full,2015/07/08,ASM104763v1,Okinawa Institute of Advanced Sciences,GCA_001047635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/635/GCF_001047635.1_ASM104763v1,,,2.0,3.0,3723.0,4667405.0,GCF_001047635.1_Leptospira interrogans serovar Manilae_strain=UP-MMC-NIID LP,0.420860621653,34.9898712454,4412.0,@GCF_001047635.1_Leptospira_interrogans_serovar_Manilae_strain_UP-MMC-NIID_LP,114.0,0.00141087,13.0
GCF_001047655.1,PRJNA224116,SAMN03780438,,na,214675,173,Leptospira interrogans serovar Manilae,strain=UP-MMC-NIID HP,,latest,Complete Genome,Major,Full,2015/07/08,ASM104765v1,Okinawa Institute of Advanced Sciences,GCA_001047655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/655/GCF_001047655.1_ASM104765v1,,,2.0,3.0,3715.0,4667354.0,GCF_001047655.1_Leptospira interrogans serovar Manilae_strain=UP-MMC-NIID HP,0.425132195724,34.9898464955,4410.0,@GCF_001047655.1_Leptospira_interrogans_serovar_Manilae_strain_UP-MMC-NIID_HP,114.0,0.00282404,13.0
GCF_001293065.1,PRJNA224116,SAMN03853357,,na,1279460,173,Leptospira interrogans serovar Hardjo str. Norma,strain=Norma,Cattle,latest,Complete Genome,Major,Full,2015/09/17,ASM129306v1,Federal University of Minas Gerais,GCA_001293065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/293/065/GCF_001293065.1_ASM129306v1,,,2.0,2.0,3824.0,4762150.0,,,35.0174396019,,,,,
GCF_002073495.1,PRJNA224116,SAMN04875540,,na,44275,173,Leptospira interrogans serovar Copenhageni,strain=FDAARGOS_203,,latest,Complete Genome,Major,Full,2017/03/29,ASM207349v1,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_002073495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/495/GCF_002073495.1_ASM207349v1,,,2.0,2.0,3693.0,4630574.0,,,35.0450289748,,,,,
GCF_000013945.1,PRJNA224116,SAMN02603615,,representative genome,355276,174,Leptospira borgpetersenii serovar Hardjo-bovis str. L550,strain=L550,,latest,Complete Genome,Major,Full,2006/10/13,ASM1394v1,Monash University,GCA_000013945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/945/GCF_000013945.1_ASM1394v1,,,2.0,2.0,3288.0,3931782.0,GCF_000013945.1_Leptospira borgpetersenii serovar Hardjo-bovis str. L550_strain=L550,0.408600960992,40.2291123974,4406.0,@GCF_000013945.1_Leptospira_borgpetersenii_serovar_Hardjo-bovis_str._L550_strain_L550,124.0,0.00141571,184.0
GCF_000013965.1,PRJNA224116,SAMN02603616,,na,355277,174,Leptospira borgpetersenii serovar Hardjo-bovis str. JB197,strain=JB197,,latest,Complete Genome,Major,Full,2006/10/13,ASM1396v1,Monash University,GCA_000013965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/965/GCF_000013965.1_ASM1396v1,,,2.0,2.0,3214.0,3876235.0,,,40.2440254525,,,,,
GCF_001444465.1,PRJNA224116,SAMN03785545,,na,280505,174,Leptospira borgpetersenii serovar Ballum,strain=56604,,latest,Complete Genome,Major,Full,2015/11/17,ASM144446v1,Shanghai Jiao Tong University School of Medicine,GCA_001444465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/465/GCF_001444465.1_ASM144446v1,,,2.0,4.0,3278.0,4037579.0,GCF_001444465.1_Leptospira borgpetersenii serovar Ballum_strain=56604,0.410471708444,40.1927244024,4407.0,@GCF_001444465.1_Leptospira_borgpetersenii_serovar_Ballum_strain_56604,113.0,1e-06,418.0
GCF_000284315.1,PRJNA224116,SAMD00061058,,representative genome,1162668,180,Leptospirillum ferrooxidans C2-3,strain=C2-3,,latest,Complete Genome,Major,Full,2012/03/30,ASM28431v1,"Ibaraki University, college of agriculture",GCA_000284315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/315/GCF_000284315.1_ASM28431v1,,,3.0,1.0,2457.0,2559538.0,GCF_000284315.1_Leptospirillum ferrooxidans C2-3_strain=C2-3,0.326304419118,50.0475476434,4247.0,@GCF_000284315.1_Leptospirillum_ferrooxidans_C2-3_strain_C2-3,120.0,0.106463,13.0
GCF_000632475.1,PRJNA224116,SAMN02644441,,na,192,192,Azospirillum brasilense,strain=Az39,,latest,Complete Genome,Major,Full,2014/06/05,ASM63247v2,INDEAR,GCA_000632475.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/475/GCF_000632475.1_ASM63247v2,,,9.0,6.0,6270.0,7391279.0,GCF_000632475.1_Azospirillum brasilense_strain=Az39,0.428250120494,68.5649127844,573.0,@GCF_000632475.1_Azospirillum_brasilense_strain_Az39,142.0,0.0119204,183.0
GCF_001315015.1,PRJNA224116,SAMN04005082,,representative genome,192,192,Azospirillum brasilense,strain=Sp 7,,latest,Complete Genome,Major,Full,2015/10/15,ASM131501v1,Kyungpook National University,GCA_001315015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/315/015/GCF_001315015.1_ASM131501v1,,assembly from type material,10.0,6.0,5630.0,6587527.0,GCF_001315015.1_Azospirillum brasilense_strain=Sp 7,0.421392763561,68.3251544927,572.0,@GCF_001315015.1_Azospirillum_brasilense_strain_Sp_7,147.0,0.0188491,137.0
GCF_000010725.1,PRJNA224116,SAMD00060958,,na,137722,193,Azospirillum sp. B510,strain=B510,,latest,Complete Genome,Major,Full,2010/02/16,ASM1072v1,Kazusa DNA Research Institute,GCA_000010725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/725/GCF_000010725.1_ASM1072v1,,,9.0,7.0,6133.0,7599738.0,GCF_000010725.1_Azospirillum sp. B510_strain=B510,0.436672549357,67.6127913883,579.0,@GCF_000010725.1_Azospirillum_sp._B510_strain_B510,164.0,0.0296209,789.0
GCF_000283655.1,PRJNA224116,SAMEA2272642,,na,862719,193,Azospirillum lipoferum 4B,strain=4B,,latest,Complete Genome,Major,Full,2011/11/16,ASM28365v1,Laboratoire d'Ecologie Microbienne UMR-CNRS 5557,GCA_000283655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/655/GCF_000283655.1_ASM28365v1,,,9.0,7.0,5782.0,6846400.0,GCF_000283655.1_Azospirillum lipoferum 4B_strain=4B,0.425720547358,67.6708343071,576.0,@GCF_000283655.1_Azospirillum_lipoferum_4B_strain_4B,133.0,0.0249188,20.0
GCF_000465235.1,PRJNA224116,SAMN02603234,,na,1273173,195,Campylobacter coli CVM N29710,strain=CVM N29710,,latest,Complete Genome,Major,Full,2013/09/09,ASM46523v1,FDA/CVM,GCA_000465235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/465/235/GCF_000465235.1_ASM46523v1,,,3.0,3.0,1660.0,1732055.0,GCF_000465235.1_Campylobacter coli CVM N29710_strain=CVM N29710,0.394138899406,31.442246349,4049.0,@GCF_000465235.1_Campylobacter_coli_CVM_N29710_strain_CVM_N29710,125.0,1e-06,90.0
GCF_000494775.1,PRJNA224116,SAMN02603390,,na,1358410,195,Campylobacter coli 15-537360,strain=15-537360,,latest,Complete Genome,Major,Full,2013/11/01,ASM49477v1,Institute of Food Research,GCA_000494775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/494/775/GCF_000494775.1_ASM49477v1,,,3.0,2.0,1640.0,1685020.0,,,31.4144639233,,,,,
GCF_000583755.1,PRJNA224116,SAMN02743856,,na,1183378,195,Campylobacter coli RM1875,strain=RM1875,,latest,Complete Genome,Major,Full,2014/03/03,ASM58375v1,US Department of Agriculture,GCA_000583755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/755/GCF_000583755.1_ASM58375v1,,,3.0,5.0,1847.0,1858716.0,GCF_000583755.1_Campylobacter coli RM1875_strain=RM1875,0.35310571791,31.0634868371,3990.0,@GCF_000583755.1_Campylobacter_coli_RM1875_strain_RM1875,126.0,1e-06,160.0
GCF_000583795.1,PRJNA224116,SAMN02743854,,na,1183380,195,Campylobacter coli RM5611,strain=RM5611,,latest,Complete Genome,Major,Full,2014/03/03,ASM58379v1,US Department of Agriculture,GCA_000583795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/795/GCF_000583795.1_ASM58379v1,,,3.0,2.0,1660.0,1733165.0,,,31.3187146059,,,,,
GCF_000954195.1,PRJNA224116,SAMN03381357,,na,195,195,Campylobacter coli,strain=FB1,,latest,Complete Genome,Major,Full,2015/03/17,ASM95419v1,University of Nottingham,GCA_000954195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/195/GCF_000954195.1_ASM95419v1,,,3.0,3.0,1695.0,1732548.0,,,31.4053059425,,,,,
GCF_001417635.1,PRJNA224116,SAMN04202590,,na,195,195,Campylobacter coli,strain=HC2-48,,latest,Complete Genome,Major,Full,2015/10/28,ASM141763v1,University of Tulsa,GCA_001417635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/417/635/GCF_001417635.1_ASM141763v1,,,3.0,2.0,1666.0,1707846.0,,,31.3467959055,,,,,
