sample_name,GenBank BioSample,NCBI SRA,project_id,source_mat_id,latitude,longitude,habitat_name,taxon_id,strain,genus,species,family,depth,sample_collection_site,class,phylum,assembly_accession_number,collection_date,date_of_experiment,day_portion_of_day_night_cycle_in_hours,envo_term_for_habitat_primary_term,growth_medium,investigation_type,light,other_collection_site_info,sample_material,experimental_salinity,experimental_temperature,fastq_file,night_portion_of_day_night_cycle_in_hours,primary_citation,longhurst_province,ph,clonal,envo_term_for_habitat_secondary_term,habitat_description,prey_organism_if_applicable,environmental_salinity,other_experimental_metadata_available,country,axenic,modifications_to_growth_medium,additional_citations,collection_time,other_environmental_metadata_available,environmental_temperature,phosphate,nitrate,iron,trace_elements,pressure,carbon_dioxide,ammonium,pcr_amp,silicate,sample_type,sample_description,collection_start_time,collection_stop_time,site_name,site_description,library_acc,sequencing_method,dna_type,comments,order,superkingdom,combined_assembly_name,external_sample_id,habitat,principle_investigator,sample_volume,volume_unit,filter_min,filter_max,filter_fraction_maximum,filter_fraction_minimum,volume_filtered,urea,chlorophyll,elevation,dissolved_oxygen,particulate_organic_carbon,region,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
MMETSP1166,2740202,SRS616878,104,(MMETSP1166) Chrysoreinhardia sp,42.572,8.73,marine habitat,1104430,CCMP3193,Chrysoreinhardia,sp,,,Mediterranean Sea,Pelagophyceae,Ochrophyta,CAM_ASM_000694,01-JUL-02,15-FEB-12,13.0,,L1,EU,," 42.5720N 8.7300E Station de Recherches Sous marines et Oceanographiques, Calvi, Corsica, France Sample 3",,32.0,24.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP116/MMETSP1166.fastq.tar,11.0,,,8.0,,,,,,,,,added 200 ul of 500 mol NH4Cl per liter,,,,,36.2,882.0,,12871.2,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MMETSP1166|Chrysoreinhardia-sp-CCMP3193,,,51.0,@MMETSP1166_Chrysoreinhardia-sp-CCMP3193,231.0,0.0197611,1504.0
MMETSP1169,2739975,SRS621469,104,(MMETSP1169) Pyramimonas obovata,33.1833,-65.25,marine habitat,36882,CCMP722,Pyramimonas,obovata,Pyramimonadaceae,,Sargasso Sea,Prasinophyceae,Chlorophyta,CAM_ASM_000704,11-DEC-59,13-JAN-12,13.0,,L1,EU,,33.1833N 65.2500W Sargasso Sea,,32.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP116/MMETSP1169.fastq.tar,11.0,Carter,NASW,8.0,,,,,,,,,,,,,,36.2,882.0,,12871.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MMETSP1169|Pyramimonas-obovata-CCMP722,,,411.0,@MMETSP1169_Pyramimonas-obovata-CCMP722,255.0,0.0678133,1984.0
MMETSP0982,2740166,SRS621354,104,CAM_SMPL_000704,76.3208,-75.8172,marine habitat,483367,CCMP 2436,non described,non described,Unknown,11.0,Baffin Bay,Unknown,Unknown,CAM_ASM_000048,23-JUN-98,31-AUG-11,24.0,Acquatic: marine,ProV 50 amended seawater,EU,100.0,North Water Polynya,seawater,32.0,6.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP098/MMETSP0982.fastq.tar,,,BPLR,7.5,Unknown,Other,,,,,CANADA,1,"salinity corrected with mili-Q water, antibiotic final concentrations: penicilin 25mg/L; neomycin 20mg/L; kanamycin 20 mg/L; no NH4Cl",,,,,36.2,882.0,,24493.0,,,,No,,eukaryotes,non described non described CCMP 2436,1998-06-23 00:00:00.0,1998-06-23 00:00:00.0,Baffin Bay,North Water Polynya,CAM_LIB_000015,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0982"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0982</a>",Pavlovales,Eukaryota,Undescribed-sp-CCMP2436,ArcticHapto DIN,marine habitat,Connie Lovejoy,,,,,,,,,,,,,,,,,,MMETSP0982|Unidentifiedeukaryote-sp-CCMP2436,,,264.0,@MMETSP0982_Unidentifiedeukaryote-sp-CCMP2436,230.0,0.0272118,2786.0
MMETSP0503,2740378,SRS618926,104,CAM_SMPL_000705,56.0,11.0,marine habitat,89963,SCCAP K-0483,Heterocapsa,rotundata,Heterocapsaceae,,"Southern Kattegat, Buoy St.",Dinophyceae,Dinophyta,CAM_ASM_000047,20-DEC-88,15-JUL-11,12.0,,F/2 amended seawater,EU,100.0,,,33.0,15.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP050/MMETSP0503.fastq.tar,12.0,personal communication; Suzanne Strom,NECS,8.0,No,,,,,,,No,,"This isolate was originally obtained from the SCCAP collection in Denmark.  It is not the same clone as CCCM680, which was isolated from near Vancouver and whose SSU is given above.",,,,36.0,900.0,,10000.0,,,,No,,eukaryotes,Heterocapsa rotundata SCCAP K-0483,1988-12-20 00:00:00.0,1988-12-20 00:00:00.0,"Southern Kattegat, Buoy St.",,CAM_LIB_000016,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0503"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0503</a>",Peridiniales,Eukaryota,,HROTUND,marine habitat,George McManus,,,,,,,,,,,,,,,,,,MMETSP0503|Heterocapsa-rotundata-SCCAPK-0483,,,123.0,@MMETSP0503_Heterocapsa-rotundata-SCCAPK-0483,193.0,0.0080464,3123.0
MMETSP0168,2740314,SRS618879,104,CAM_SMPL_000707,-35.98917,-49.01944,marine habitat,95228,DIVA3 517/6/12,Vannella,sp.,Vannellidae,4605.2,Atlantic_Ocean,Unknown,Unknown,CAM_ASM_000044,12-JUL-09,24-MAY-11,,Acquatic: marine,seawater with wheat grains,EU,,Expedition DIVA3,Marine sediment,35.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP016/MMETSP0168.fastq.tar,,"Kudryavtsev A, Pawlowski J, Hausmann K (2011) A survey of lobose amoebae (Amoebozoa) from the atlantic deep-sea sediments, in preparation",SATL,7.5,1,Sediment,"abyssal plain bottom sediment, clay, aerobic",bacteria,35.0,,,No,,,5:24 AM,,,,,,,,,,No,,eukaryotes,Vannella sp. DIVA3 517/6/12,2009-07-12 05:24:00.0,2009-07-12 05:24:00.0,Atlantic_Ocean,Expedition DIVA3,CAM_LIB_000018,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0168"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0168</a>",,Eukaryota,,Vannella n. sp. 517/6/12,marine habitat,Jan Pawlowski,,,,,,,,,,,,,,,,,,MMETSP0168|Vannella-sp-DIVA3517-6-12,,,286.0,@MMETSP0168_Vannella-sp-DIVA3517-6-12,275.0,0.25377,3234.0
MMETSP0018,2740066,SRS619093,104,CAM_SMPL_002330,41.745,-70.618,marine habitat,35107,Bbcil,Uronema,sp.,Uronematidae,,"Buzzards Bay, Massuchussetts",Oligohymenophorea,Ciliophora,CAM_ASM_000148,01-JUL-86,17-NOV-10,12.0,,Filtered sea water,EU,150.0,,,18.0,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP001/MMETSP0018.fastq.tar,12.0,Isolated by David Caron,,8.0,1,,,,,,US,No,0.001% nutritional yeast,This is an isolate from the Caron Lab culture Collection,,,,,,,,,,,No,,eukaryotes,Uronema sp. Bbcil,1986-07-01 00:00:00.0,1986-07-01 00:00:00.0,"Buzzards Bay, Massuchussetts",,CAM_LIB_001096,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0018"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0018</a>",Philasterida,Eukaryota,,Bbcil,marine habitat,David Caron,,,,,,,,,,,,,,,,,,MMETSP0018|Uronema-sp-Bbcil,,,171.0,@MMETSP0018_Uronema-sp-Bbcil,1.0,0.204704,5.0
MMETSP0004,2740048,SRS618979,104,CAM_SMPL_002331,38.702,-72.3667,marine habitat,420556,CCMP1393,Ochromonas,sp.,Ochromonadaceae,22.5,Atlantic_Ocean,Synurophyceae,Ochrophyta,CAM_ASM_000149,11-JUL-80,16-NOV-11,12.0,,marine media K,EU,150.0,Oceanus cruise 83 Sta II,nylon rope,35.0,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP000/MMETSP0004.fastq.tar,12.0,https://ccmp.bigelow.org/node/1/strain/CCMP1393,NWCS,8.0,Unknown,,,,35.0,Chlorophyll - 97.3 ug/L,US,No,plus soil exract,,,cells are 4-6 um in length and width,20.5,,,,,,,,No,,eukaryotes,Ochromonas sp. CCMP1393,1980-07-11 00:00:00.0,1980-07-11 00:00:00.0,Atlantic_Ocean,Oceanus cruise 83 Sta II,CAM_LIB_001097,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0004"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0004</a>",Chromulinales,Eukaryota,Ochromonas-sp-CCMP1393,OchroLight,marine habitat,David Caron,,,,,,,,,,,,,,,,,,MMETSP0004|Ochromonas-sp-CCMP1393,,,606.0,@MMETSP0004_Ochromonas-sp-CCMP1393,221.0,0.0151938,2442.0
MMETSP0006,2740300,SRS619034,104,CAM_SMPL_002333,33.98,-96.67,freshwater habitat,97485,Texoma1,Prymnesium,parvum,Prymenesiaceae,,"Lake Texoma, Oklahoma",Prymnesiophyceae,Haptophyta,CAM_ASM_000151,01-MAR-09,15-NOV-10,12.0,,f/2 amended seawater,EU,150.0,,,18.0,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP000/MMETSP0006.fastq.tar,12.0,,,8.0,1,,,,5.0,Chlorophyll - 365.2 ug/L,US,1,none,This is an isolate from the Caron Lab Culture Collection,,,,,,,,,,,No,,eukaryotes,Prymnesium parvum Texoma1,2009-03-01 00:00:00.0,2009-03-01 00:00:00.0,"Lake Texoma, Oklahoma",,CAM_LIB_001099,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0006"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0006</a>",Prymnesiales,Eukaryota,Prymnesium-parvum-Texoma1,ParvAxenicReplete,freshwater habitat,David Caron,,,,,,,,,,,,,,,,,,MMETSP0006|Prymnesium-parvum-Texoma1,,,251.0,@MMETSP0006_Prymnesium-parvum-Texoma1,221.0,0.023966,2685.0
MMETSP0009,2740039,SRS619074,104,CAM_SMPL_002336,37.86,144.93,marine habitat,210454,CCMP 410,Grammatophora,oceanica,Striatellaceae,,Bass Strait,Bacillariophyceae,Bacillariophyta,CAM_ASM_000154,01-JAN-78,29-OCT-10,16.0,Acquatic: marine,F/2,EU,166.0,"Phillip Bay, Hobsons Bay, Melbourne, Victoria, Australia",Seawater,21.0,13.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP000/MMETSP0009.fastq.tar,8.0,,KURO,8.0,Unknown,Not Applicable,,,,,AUSTRALIA,No,,,,no other types of environmental metadata available,13.0,36.2,882.0,,24.4938,,,,No,106.0,eukaryotes,Grammatophora oceanica CCMP 410,1978-01-01 00:00:00.0,1978-01-01 00:00:00.0,Bass Strait,"Phillip Bay, Hobsons Bay, Melbourne, Victoria, Australia",CAM_LIB_001102,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0009"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0009</a>",Striatellales,Eukaryota,,Grammatophora oceanica,marine habitat,E. Virginia Armbrust,4.0,L,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,MMETSP0009|Grammatophora-oceanica-CCMP410,,,556.0,@MMETSP0009_Grammatophora-oceanica-CCMP410,219.0,0.0903547,1656.0
MMETSP0010,2740059,SRS616853,104,CAM_SMPL_002337,58.5,0.32,marine habitat,216773,308,Corethron,hystrix,Corethraceae,,North Sea,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000155,01-MAY-84,02-NOV-10,16.0,Acquatic: marine,F/2,EU,166.0,"Fladenground, North Sea",Seawater,21.0,13.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP001/MMETSP0010.fastq.tar,8.0,CCMP 308,SARC,8.0,Unknown,Not Applicable,,,,,,No,,,,no other types of environmetnal metadata available,,36.2,882.0,,24.4938,,,,No,106.0,eukaryotes,Corethron hystrix 308,1984-05-01 00:00:00.0,1984-05-01 00:00:00.0,North Sea,"Fladenground, North Sea",CAM_LIB_001103,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0010"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0010</a>",Corethrales,Eukaryota,,Corethron hystrix,marine habitat,E. Virginia Armbrust,4.0,L,10.0,10.0,10.0,10.0,4.0,,,,,,,,,,,MMETSP0010|Corethron-hystrix-308,,,584.0,@MMETSP0010_Corethron-hystrix-308,204.0,0.0354324,1898.0
MMETSP0011,2740381,SRS616854,104,CAM_SMPL_002338,20.5,156.8,marine habitat,101924,CCMP 769,Rhodosorus,marinus,Stylonemataceae,,Pacific_Ocean,Rhodellophyceae,Rhodophyta,CAM_ASM_000156,,10-NOV-10,16.0,Acquatic: marine,F/2-Si,EU,166.0,"Hawaii, USA (very approx.), open ocean",Seawater,21.0,13.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP001/MMETSP0011.fastq.tar,8.0,,NPSW,8.0,Unknown,Not Applicable,,,,,US,No,Prepare as for f/2 medium but omit Na2SiO 3 · 9H2O,,,no other types of environmental metadata available,,36.2,882.0,,24.4938,,,,No,,eukaryotes,Rhodosorus marinus CCMP 769,,,Pacific_Ocean,"Hawaii, USA (very approx.), open ocean",CAM_LIB_001104,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0011"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0011</a>",Stylonematales,Eukaryota,,Rhodosorus marinus,marine habitat,E. Virginia Armbrust,4.0,L,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,MMETSP0011|Rhodosorus-marinus-CCMP769,,,211.0,@MMETSP0011_Rhodosorus-marinus-CCMP769,212.0,0.206129,1918.0
MMETSP0013,2740269,SRS616855,104,CAM_SMPL_002340,48.45,3.57,marine habitat,2843,1716,Skeletonema,costatum,Skeletonemaceae,,English Channel,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000158,01-JAN-08,13-MAY-08,16.0,Acquatic: marine,K+Si,EU,166.0,Britanny coast,Seawater,21.0,15.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP001/MMETSP0013.fastq.tar,8.0,,,8.0,Unknown,Not Applicable,,,,,FRANCE,No,,,,no other types of environmental metadata available,15.0,,882.0,,123.766,,,50.0,No,504.0,eukaryotes,Skeletonema costatum 1716,2008-01-01 00:00:00.0,2008-01-01 00:00:00.0,English Channel,Britanny coast,CAM_LIB_001106,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0013"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0013</a>",,Eukaryota,,Skeletonema costatum,marine habitat,E. Virginia Armbrust,4.0,L,0.8,0.8,0.8,0.8,4.0,,,,,,,,,,,MMETSP0013|Skeletonema-costatum-1716,,,490.0,@MMETSP0013_Skeletonema-costatum-1716,234.0,1e-06,3591.0
MMETSP0014,2740136,SRS616856,104,CAM_SMPL_002341,48.43,3.59,marine habitat,2857,RCC80,Nitzschia,sp.,Bacillariaceae,,English Channel,Bacillariophyceae,Bacillariophyta,CAM_ASM_000159,06-JAN-97,17-OCT-10,16.0,Acquatic: marine,K+Si,EU,166.0,Britanny Coast,Seawater,21.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP001/MMETSP0014.fastq.tar,8.0,,,8.0,Unknown,Not Applicable,,,,,FRANCE,No,,,,no other types of environmental metadata available,,,882.0,,123.766,,447.0,50.0,No,504.0,eukaryotes,Nitszchia sp. RCC80,1997-01-06 00:00:00.0,1997-01-06 00:00:00.0,English Channel,Britanny Coast,CAM_LIB_001107,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0014"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0014</a>",,Eukaryota,,Nitzschia sp.,marine habitat,E. Virginia Armbrust,4.0,L,0.8,0.8,0.8,0.8,4.0,,,,,,,,,,,MMETSP0014|Nitzschia-sp-RCC80,,,534.0,@MMETSP0014_Nitzschia-sp-RCC80,246.0,0.057317,5614.0
MMETSP0015,2740340,SRS616857,104,CAM_SMPL_002342,44.65,-124.53,marine habitat,2838,isolate 1302-5,Odontella,aurita,Triceratiaceae,,Pacific_Ocean,Coscinodiscophyceae,Bacillariophyta,CAM_ASM_000160,01-JUL-10,23-OCT-10,16.0,Acquatic: marine,F/2,EU,166.0,Oregon coast NH-20,Seawater,21.0,13.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP001/MMETSP0015.fastq.tar,8.0,,CCAL,8.0,Unknown,Not Applicable,,,,,US,No,,,,no other types of environmetntal metadata available,,36.2,882.0,,24.4938,,,,No,106.0,eukaryotes,Odontella aurita isolate 1302-5,2010-07-01 00:00:00.0,2010-07-01 00:00:00.0,Pacific_Ocean,Oregon coast NH-20,CAM_LIB_001108,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0015"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0015</a>",Eupodiscales,Eukaryota,,Odontella sp.,marine habitat,E. Virginia Armbrust,3.5,L,3.0,3.0,3.0,3.0,3.5,,,,,,,,,,,MMETSP0015|Odontella-aurita-isolate1302-5,,,519.0,@MMETSP0015_Odontella-aurita-isolate1302-5,238.0,0.0326017,3328.0
MMETSP0034,2740386,SRS616866,104,CAM_SMPL_002346,29.3833,-94.8833,marine habitat,156128,CCMP717,Nephroselmis,pyriformis,Pycnococcaceae,,Gulf of Mexico,Prasinophyceae,Chlorophyta,CAM_ASM_000164,,01-NOV-10,14.0,Acquatic: marine,f/2-Si natural sea water (Bay of Fundy),EU,100.0,"Galveston Channel, Texas",,35.0,21.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP003/MMETSP0034.fastq.tar,10.0,,CARB,8.2,Unknown,,,,,,US,No,f/2 for all nutrients except omitted silicate,,,,,36.0,882.0,,12795.0,,,,No,,eukaryotes,Nephroselmis pyriformis CCMP717,,,Gulf of Mexico,"Galveston Channel, Texas",CAM_LIB_001112,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0034"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0034</a>",,Eukaryota,,CCMP717,marine habitat,Alexandra Z. Worden,,,,,,,,,,,,,,,,,,MMETSP0034|Nephroselmis-pyriformis-CCMP717,,,374.0,@MMETSP0034_Nephroselmis-pyriformis-CCMP717,276.0,0.0722996,2741.0
MMETSP0041,2740329,SRS618984,104,CAM_SMPL_002349,32.86692,-117.25169,marine habitat,91324,LEX01,Lotharella,globosa,Chlorarachniaceae,,OTHER,Chlorarachniophyceae,Cercozoa,CAM_ASM_000167,26-APR-10,17-OCT-10,12.0,Acquatic: marine,ESM medium,EU,55.0,"the Birch Aquarium, San Diego",artificial coral leef,35.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP004/MMETSP0041.fastq.tar,12.0,,CCAL,8.0,1,Other,,,,,US,1,,PMID:20875864; DOI:10.1111/j.1529-8817.2010.00851.x,,,,29.0,1410.0,,,,,,No,,eukaryotes,Lotharella globosa LEX01,2010-04-26 00:00:00.0,2010-04-26 00:00:00.0,OTHER,"the Birch Aquarium, San Diego",CAM_LIB_001115,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0041"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0041</a>",,Eukaryota,,Lg1,marine habitat,John Archibald,,,,,,,,,,,,,,,,,,MMETSP0041|Lotharella-globosa-LEX01,,,438.0,@MMETSP0041_Lotharella-globosa-LEX01,261.0,0.00784582,3397.0
MMETSP0042,2740085,SRS618985,104,CAM_SMPL_002350,32.86667,127.80296,marine habitat,168855,CCMP2058,Lotharella,amoebiformis,Chlorarachniaceae,,OTHER,Chlorarachniophyceae,Cercozoa,CAM_ASM_000168,01-OCT-89,17-OCT-10,12.0,Acquatic: marine,ESM medium,EU,55.0,Moon Beach,sand,35.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP004/MMETSP0042.fastq.tar,12.0,"Ishida K., Ishida N. and Hara Y. (2000) Lotharella amoeboformis sp. nov.: a new species of chlorarachniophytes from Japan. Phycological Research 48(4):221-229.",NPSW,8.0,1,Other,,,,,JP,1,,DOI:10.1111/j.1440-1835.2010.00597.x; DOI:10.1111/j.1529-8817.2010.00851.x,,,,29.0,1410.0,,,,,,No,,eukaryotes,Lotharella amoebiformis CCMP2058,1989-10-01 00:00:00.0,1989-10-01 00:00:00.0,OTHER,Moon Beach,CAM_LIB_001116,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0042"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0042</a>",,Eukaryota,,La1,marine habitat,John Archibald,,,,,,,,,,,,,,,,,,MMETSP0042|Lotharella-amoebiformis-CCMP2058,,,444.0,@MMETSP0042_Lotharella-amoebiformis-CCMP2058,272.0,0.291819,3363.0
MMETSP0043,2740390,SRS618986,104,CAM_SMPL_002351,23.0,-75.0,marine habitat,464988,CCMP644,Hemiselmis,andersenii,Hemiselmidaceae,,Gulf of Mexico,Cryptophyceae,Cryptophyta,CAM_ASM_000169,,01-OCT-10,6.0,,K medium,EU,,,net tow,30.0,17.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP004/MMETSP0043.fastq.tar,18.0,"Lane,C.E.& Archibald,J.M. (2006).J. Eukaryot. Microbiol. 53 (6), 515-521",,7.5,Unknown,,,,,,US,No,without SiO2,,,Gulf Stream,,10.0,882.0,11.7,14.09,,,50.0,No,,eukaryotes,Hemiselmis andersenii CCMP644,,,Gulf of Mexico,,CAM_LIB_001117,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0043"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0043</a>",Cryptomonadales,Eukaryota,,Ha1,marine habitat,John Archibald,,,,,,,,,,,,,,,,,,MMETSP0043|Hemiselmis-andersenii-CCMP644,,,316.0,@MMETSP0043_Hemiselmis-andersenii-CCMP644,244.0,1e-06,2883.0
MMETSP0038,2740387,SRS616859,104,CAM_SMPL_002352,,,marine habitat,2898,CCAP977/2a,Cryptomonas,paramecium,Cryptomonadaceae,,,Cryptophyceae,Cryptophyta,CAM_ASM_000170,,23-NOV-11,12.0,,CHM,EU,,,,,25.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP003/MMETSP0038.fastq.tar,12.0,,,7.0,Unknown,,,,,,,No,,,,,,,,,,,,,No,,eukaryotes,Cryptomonas paramecium CCAP977/2a,,,,,CAM_LIB_001118,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0038"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0038</a>",Cryptomonadales,Eukaryota,,cp1,marine habitat,John Archibald,,L,,,,,,,,,,,,,,,,MMETSP0038|Cryptomonas-paramecium-CCAP977-2a,,,309.0,@MMETSP0038_Cryptomonas-paramecium-CCAP977-2a,213.0,0.200491,2617.0
MMETSP0039,2740388,SRS616860,104,CAM_SMPL_002353,,,marine habitat,73025,NIES-381,Eutreptiella,gymnastica,Eutreptiaceae,,,Euglenida,Euglenozoa,CAM_ASM_000171,,16-NOV-10,14.0,,f/2,EU,200.0,,,35.0,20.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP003/MMETSP0039.fastq.tar,10.0,PMID: 12812373,,8.0,Unknown,,,,,,,1,,,,,,36.0,882.0,,23000.0,,,,No,,eukaryotes,Eutreptiella gymnastica NIES-381,,,,,CAM_LIB_001119,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0039"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0039</a>",Eutreptiales,Eukaryota,,eg1,marine habitat,John Archibald,,L,,,,,,,,,,,,,,,,MMETSP0039|Eutreptiella-gymnastica-NIES-381,,,277.0,@MMETSP0039_Eutreptiella-gymnastica-NIES-381,192.0,0.819185,1764.0
MMETSP0040,2740389,SRS618930,104,CAM_SMPL_002354,34.63,-66.65,,641309,CCMP622,Lotharella,oceanica,Chlorarachniaceae,,,Chlorarachniophyceae,Cercozoa,CAM_ASM_000172,,23-NOV-11,12.0,,K,EU,,,,35.0,25.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP004/MMETSP0040.fastq.tar,12.0,,,7.2,Unknown,,,,,,,1,K without silicate,,,,,10.0,882.0,,122766.0,,,50.0,No,,eukaryotes,Lotharella oceanica CCMP622,,,,,CAM_LIB_001120,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0040"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0040</a>",,Eukaryota,,lc1,,John Archibald,,,,,,,,,,,,,,,,,,MMETSP0040|Lotharella-oceanica-CCMP622,,,440.0,@MMETSP0040_Lotharella-oceanica-CCMP622,240.0,0.0281232,1771.0
MMETSP0033,2740116,SRS618976,104,CAM_SMPL_002361,40.5,14.25,marine habitat,195969,CCMP3274,Dolichomastix,tenuilepis,Mamiellaceae,,Mediterranean Sea,Prasinophyceae,Chlorophyta,CAM_ASM_000179,06-JUL-94,01-NOV-10,14.0,Acquatic: marine,f/2-Si natural sea water (Bay of Fundy),EU,100.0,"Tyrrhenian Sea, south of Capri",,35.0,21.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP003/MMETSP0033.fastq.tar,10.0,,MEDI,8.2,Unknown,,,,,,ITALY,Unknown,f/2 for all nutrients except omitted silicate,,,,,36.0,882.0,,12795.0,,,,No,,eukaryotes,Dolichomastix tenuilepis CCMP3274,1994-07-06 00:00:00.0,1994-07-06 00:00:00.0,Mediterranean Sea,"Tyrrhenian Sea, south of Capri",CAM_LIB_001127,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0033"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0033</a>",Dolichomastigales,Eukaryota,,CCMP3274,marine habitat,Alexandra Z. Worden,,,,,,,,,,,,,,,,,,MMETSP0033|Dolichomastix-tenuilepis-CCMP3274,,,378.0,@MMETSP0033_Dolichomastix-tenuilepis-CCMP3274,234.0,0.109244,1784.0
